"Station Name","TORONTO CITY CENTRE"
"Province","ONTARIO"
"Latitude","43.63"
"Longitude","-79.40"
"Elevation","76.80"
"Climate Identifier","6158359"
"WMO Identifier","71265"
"TC Identifier","YTZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2011-09-05","2011","09","05","‡","18.7","","14.0","","16.4","","1.6","","0.0","","","M","","M","0.0","","","","31","","43",""
"2011-09-06","2011","09","06","‡","18.9","","11.8","","15.4","","2.6","","0.0","","","M","","M","0.0","","","","5","","37",""
"2011-09-07","2011","09","07","‡","18.9","","15.5","","17.2","","0.8","","0.0","","","M","","M","0.0","","","","4","","48",""
"2011-09-08","2011","09","08","‡","20.9","","16.9","","18.9","","0.0","","0.9","","","M","","M","0.0","","","","5","","39",""
"2011-09-09","2011","09","09","‡","23.2","","16.0","","19.6","","0.0","","1.6","","","M","","M","0.0","","","","","","<31",""
"2011-09-10","2011","09","10","‡","21.7","","15.4","","18.6","","0.0","","0.6","","","M","","M","0.0","","","","5","","41",""
"2011-09-11","2011","09","11","‡","22.7","","16.5","","19.6","","0.0","","1.6","","","M","","M","0.0","","","","","","<31",""
"2011-09-12","2011","09","12","‡","24.6","","18.3","","21.5","","0.0","","3.5","","","M","","M","0.0","","","","20","","35",""
"2011-09-13","2011","09","13","‡","26.6","","13.3","","20.0","","0.0","","2.0","","","M","","M","0.0","","","","30","","46",""
"2011-09-14","2011","09","14","‡","20.8","","10.6","","15.7","","2.3","","0.0","","","M","","M","0.5","","","","32","","50",""
"2011-09-15","2011","09","15","‡","16.6","","9.2","","12.9","","5.1","","0.0","","","M","","M","0.0","","","","29","","54",""
"2011-09-16","2011","09","16","‡","16.7","","7.3","","12.0","","6.0","","0.0","","","M","","M","0.0","","","","30","","32",""
"2011-09-17","2011","09","17","‡","17.1","","10.7","","13.9","","4.1","","0.0","","","M","","M","0.0","","","","7","","32",""
"2011-09-18","2011","09","18","‡","18.6","","12.0","","15.3","","2.7","","0.0","","","M","","M","0.0","","","","7","","39",""
"2011-09-19","2011","09","19","‡","18.7","","14.5","","16.6","","1.4","","0.0","","","M","","M","13.6","","","","21","","43",""
"2011-09-20","2011","09","20","‡","19.9","","13.4","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-09-21","2011","09","21","‡","","","","","","","","","","","","","","","","","","","","","",""
"2011-09-22","2011","09","22","‡","23.4","","15.3","","19.4","","0.0","","1.4","","","M","","M","0.0","","","","24","","37",""
"2011-09-23","2011","09","23","‡","18.9","","14.8","","16.9","","1.1","","0.0","","","M","","M","33.9","","","","7","","52",""
"2011-09-24","2011","09","24","‡","20.2","","13.0","","16.6","","1.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-09-25","2011","09","25","‡","21.2","","16.2","","18.7","","0.0","","0.7","","","M","","M","0.0","","","","6","","41",""
"2011-09-26","2011","09","26","‡","21.5","","18.1","","19.8","","0.0","","1.8","","","M","","M","0.0","","","","8","","44",""
"2011-09-27","2011","09","27","‡","","","","","","","","","","","","","","","","","","","","","",""
"2011-09-28","2011","09","28","‡","20.0","","16.1","","18.1","","0.0","","0.1","","","M","","M","6.8","","","","","","<31",""
"2011-09-29","2011","09","29","‡","18.9","","14.5","","16.7","","1.3","","0.0","","","M","","M","6.3","","","","23","","44",""
"2011-09-30","2011","09","30","‡","17.5","","9.4","","13.5","","4.5","","0.0","","","M","","M","21.7","","","","4","","50",""
"2011-10-01","2011","10","01","‡","12.7","","6.8","","9.8","","8.2","","0.0","","","M","","M","0.0","","","","3","","56",""
"2011-10-02","2011","10","02","‡","10.9","","5.1","","8.0","","10.0","","0.0","","","M","","M","6.6","","","","35","","46",""
"2011-10-03","2011","10","03","‡","14.7","","10.1","","12.4","","5.6","","0.0","","","M","","M","5.6","","","","","","<31",""
"2011-10-04","2011","10","04","‡","20.4","","11.8","","16.1","","1.9","","0.0","","","M","","M","0.0","","","","28","","33",""
"2011-10-05","2011","10","05","‡","18.7","","9.4","","14.1","","3.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-10-06","2011","10","06","‡","16.5","","9.6","","13.1","","4.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-10-07","2011","10","07","‡","20.7","","9.2","","15.0","","3.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-10-08","2011","10","08","‡","22.8","","10.6","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-10-09","2011","10","09","‡","23.2","","12.3","","17.8","","0.2","","0.0","","","M","","M","0.3","","","","","","<31",""
"2011-10-10","2011","10","10","‡","22.6","","13.8","","18.2","","0.0","","0.2","","","M","","M","0.0","","","","","","<31",""
"2011-10-11","2011","10","11","‡","18.7","","13.7","","16.2","","1.8","","0.0","","","M","","M","0.0","","","","7","","37",""
"2011-10-12","2011","10","12","‡","18.3","","13.7","","16.0","","2.0","","0.0","","","M","","M","26.1","","","","10","","52",""
"2011-10-13","2011","10","13","‡","18.2","","14.7","","16.5","","1.5","","0.0","","","M","","M","0.8","","","","6","","44",""
"2011-10-14","2011","10","14","‡","17.8","","11.5","","14.7","","3.3","","0.0","","","M","","M","2.1","","","","23","","57",""
"2011-10-15","2011","10","15","‡","11.6","","9.5","","10.6","","7.4","","0.0","","","M","","M","0.3","","","","25","","76",""
"2011-10-16","2011","10","16","‡","11.8","","7.3","","9.6","","8.4","","0.0","","","M","","M","0.0","","","","24","","52",""
"2011-10-17","2011","10","17","‡","12.8","","6.1","","9.5","","8.5","","0.0","","","M","","M","0.0","","","","25","","59",""
"2011-10-18","2011","10","18","‡","12.2","","6.4","","9.3","","8.7","","0.0","","","M","","M","1.0","","","","5","","43",""
"2011-10-19","2011","10","19","‡","12.5","","9.0","","10.8","","7.2","","0.0","","","M","","M","19.9","","","","5","","80",""
"2011-10-20","2011","10","20","‡","11.3","","7.3","","9.3","","8.7","","0.0","","","M","","M","17.0","","","","5","","67",""
"2011-10-21","2011","10","21","‡","10.9","","7.6","","9.3","","8.7","","0.0","","","M","","M","0.3","","","","27","","46",""
"2011-10-22","2011","10","22","‡","10.5","","5.2","","7.9","","10.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-10-23","2011","10","23","‡","11.3","","3.7","","7.5","","10.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-10-24","2011","10","24","‡","15.7","","7.2","","11.5","","6.5","","0.0","","","M","","M","2.0","","","","28","","48",""
"2011-10-25","2011","10","25","‡","10.9","","5.5","","8.2","","9.8","","0.0","","","M","","M","16.1","","","","5","","52",""
"2011-10-26","2011","10","26","‡","7.5","","4.1","","5.8","","12.2","","0.0","","","M","","M","5.9","","","","4","","52",""
"2011-10-27","2011","10","27","‡","5.4","","1.1","","3.3","","14.7","","0.0","","","M","","M","0.0","","","","4","","35",""
"2011-10-28","2011","10","28","‡","","M","0.0","E","","M","","M","","M","","M","","M","3.0","","","","","","<31",""
"2011-10-29","2011","10","29","‡","8.7","","3.1","","5.9","","12.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-10-30","2011","10","30","‡","9.7","","0.6","","5.2","","12.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-10-31","2011","10","31","‡","9.1","","5.2","","7.2","","10.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-01","2011","11","01","‡","11.8","","3.8","","7.8","","10.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-02","2011","11","02","‡","13.3","","5.2","","9.3","","8.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-03","2011","11","03","‡","12.1","","4.2","","8.2","","9.8","","0.0","","","M","","M","0.0","","","","36","","37",""
"2011-11-04","2011","11","04","‡","10.1","","2.4","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","34","","37",""
"2011-11-05","2011","11","05","‡","","","","","","","","","","","","","","","","","","","","","",""
"2011-11-06","2011","11","06","‡","12.4","","2.1","","7.3","","10.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-07","2011","11","07","‡","13.6","","7.6","","10.6","","7.4","","0.0","","","M","","M","0.0","","","","21","","32",""
"2011-11-08","2011","11","08","‡","12.2","","9.5","","10.9","","7.1","","0.0","","","M","","M","0.8","","","","5","","33",""
"2011-11-09","2011","11","09","‡","13.5","","8.6","","11.1","","6.9","","0.0","","","M","","M","4.6","","","","24","","76",""
"2011-11-10","2011","11","10","‡","9.7","","2.3","","6.0","","12.0","","0.0","","","M","","M","0.0","","","","24","","63",""
"2011-11-11","2011","11","11","‡","7.3","","1.8","","4.6","","13.4","","0.0","","","M","","M","0.0","","","","31","","56",""
"2011-11-12","2011","11","12","‡","12.1","","5.0","","8.6","","9.4","","0.0","","","M","","M","0.0","","","","23","","54",""
"2011-11-13","2011","11","13","‡","12.2","","7.5","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","22","","32",""
"2011-11-14","2011","11","14","‡","14.4","","7.9","","11.2","","6.8","","0.0","","","M","","M","11.4","","","","27","","56",""
"2011-11-15","2011","11","15","‡","10.3","","6.5","","8.4","","9.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-16","2011","11","16","‡","11.6","","3.5","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-17","2011","11","17","‡","6.0","","0.3","","3.2","","14.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-18","2011","11","18","‡","7.2","","0.0","","3.6","","14.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-19","2011","11","19","‡","10.3","","5.4","","7.9","","10.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-20","2011","11","20","‡","13.3","","1.9","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-21","2011","11","21","‡","3.2","","-1.3","","1.0","","17.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-22","2011","11","22","‡","2.2","","-0.4","","0.9","","17.1","","0.0","","","M","","M","9.5","","","","","","<31",""
"2011-11-23","2011","11","23","‡","9.0","","-0.1","","4.5","","13.5","","0.0","","","M","","M","8.5","","","","","","<31",""
"2011-11-24","2011","11","24","‡","7.2","","2.2","","4.7","","13.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-25","2011","11","25","‡","10.9","","5.8","","8.4","","9.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-26","2011","11","26","‡","10.6","","7.0","","8.8","","9.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-11-27","2011","11","27","‡","11.0","","6.7","","8.9","","9.1","","0.0","","","M","","M","4.3","","","","","","<31",""
"2011-11-28","2011","11","28","‡","","","","","","","","","","","","","","","","","","","","","",""
"2011-11-29","2011","11","29","‡","6.8","","4.5","","5.7","","12.3","","0.0","","","M","","M","47.7","","","","","","<31",""
"2011-11-30","2011","11","30","‡","4.6","","0.4","","2.5","","15.5","","0.0","","","M","","M","2.1","","","","","","<31",""
"2011-12-01","2011","12","01","‡","6.8","","-0.3","","3.3","","14.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-02","2011","12","02","‡","5.0","","-1.3","","1.9","","16.1","","0.0","","","M","","M","1.3","","","","","","<31",""
"2011-12-03","2011","12","03","‡","6.5","","-0.1","","3.2","","14.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-04","2011","12","04","‡","8.6","","4.5","","6.6","","11.4","","0.0","","","M","","M","5.6","","","","","","<31",""
"2011-12-05","2011","12","05","‡","8.2","","1.5","","4.9","","13.1","","0.0","","","M","","M","21.1","","","","","","<31",""
"2011-12-06","2011","12","06","‡","4.0","","0.8","","2.4","","15.6","","0.0","","","M","","M","2.0","","","","","","<31",""
"2011-12-07","2011","12","07","‡","2.1","","-0.5","","0.8","","17.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-08","2011","12","08","‡","4.3","","0.8","","2.6","","15.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-09","2011","12","09","‡","3.5","","-2.6","","0.5","","17.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-10","2011","12","10","‡","-0.9","","-4.3","","-2.6","","20.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-11","2011","12","11","‡","4.3","","-2.9","","0.7","","17.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-12","2011","12","12","‡","5.8","","-0.7","","2.6","","15.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-13","2011","12","13","‡","5.7","","-0.1","","2.8","","15.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-14","2011","12","14","‡","7.4","","1.1","","4.3","","13.7","","0.0","","","M","","M","5.1","","","","","","<31",""
"2011-12-15","2011","12","15","‡","","","","","","","","","","","","","","","","","","","","","",""
"2011-12-16","2011","12","16","‡","5.8","","-0.1","","2.9","","15.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-17","2011","12","17","‡","-0.1","","-6.0","","-3.1","","21.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-18","2011","12","18","‡","3.5","","-4.7","","-0.6","","18.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-19","2011","12","19","‡","7.3","","1.2","","4.3","","13.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-20","2011","12","20","‡","2.0","","-3.8","","-0.9","","18.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-21","2011","12","21","‡","6.3","","1.5","","3.9","","14.1","","0.0","","","M","","M","1.5","","","","","","<31",""
"2011-12-22","2011","12","22","‡","","","","","","","","","","","","","","","","","","","","","",""
"2011-12-23","2011","12","23","‡","2.2","","-6.2","","-2.0","","20.0","","0.0","","","M","","M","0.3","","","","","","<31",""
"2011-12-24","2011","12","24","‡","3.2","","-7.1","","-2.0","","20.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-25","2011","12","25","‡","5.9","","2.3","","4.1","","13.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-26","2011","12","26","‡","4.7","","2.0","","3.4","","14.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-27","2011","12","27","‡","4.9","","0.4","","2.7","","15.3","","0.0","","","M","","M","12.8","","","","","","<31",""
"2011-12-28","2011","12","28","‡","2.2","","-9.4","","-3.6","","21.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2011-12-29","2011","12","29","‡","1.2","","-9.6","","-4.2","","22.2","","0.0","","","M","","M","2.0","","","","","","<31",""
"2011-12-30","2011","12","30","‡","1.6","","-1.7","","-0.1","","18.1","","0.0","","","M","","M","4.0","","","","","","<31",""
"2011-12-31","2011","12","31","‡","4.8","","1.6","","3.2","","14.8","","0.0","","","M","","M","0.6","","","","","","<31",""
